##BLOCKS= 1          
Plate:	Plate#1	1.3	PlateFormat	FLEX	Fluorescence	TRUE	Raw	FALSE	198	300	1.52				1	565	1	12	96	530	Automatic	550			6	Medium			1	8	TimeTags	
	Temperature(¡C)	1	2	3	4	5	6	7	8	9	10	11	12		
		3.1736	3.2204	3.1924	3.1674	3.1688	3.1354	3.1684	3.1818	3.129	3.2136	3.167	3.2398		
		2.732	2.796	3.468	2.738	2.759	3.269	3.895	2.744	2.91	6.826	3.059	3.292		
		3.3336	3.3708	3.3444	3.3282	3.3296	3.3498	3.3188	3.3322	3.289	3.3736	3.3254	3.3902		
		4.732	3.757	3.674	3.914	4.288	4.057	3.835	6.356	4.63	4.933	5.042	10.939		
		
	37.07	3.6144	3.6604	3.6324	3.6178	3.6192	3.6242	3.5988	3.6218	3.569	3.6552	3.6054	3.6798		
		672.221	857.735	852.592	962.145	873.824	782.201	795.707	869.023	870.437	906.497	962.817	780.865		
		3.796	3.9068	3.866	3.7778	3.7792	3.7746	3.7764	3.8594	3.7402	3.8968	3.7654	3.9086		
		729.621	1055.797	1020.719	1132.558	992.416	988.129	1039.554	1044.556	1059.139	1098.997	1139.068	906.698		
		3.944	4.062	4.0244	3.9274	3.9288	3.9362	3.93	4.013	3.889	4.044	3.9366	4.0798		
		1385.421	1455.031	1407.313	1425.873	1454.216	1485.804	1471.366	1516.929	1530.884	1437.307	1521.098	1609.446		
		4.1616	4.2116	4.1732	4.1554	4.156	4.0842	4.1628	4.1626	4.1226	4.1944	4.1062	4.2318		
		1421.262	1535.003	1347.147	1334.086	1424.905	1407.313	1461.354	1485.812	1562.393	1556.611	1600.346	1600.625		
		4.3144	4.362	4.3236	4.3282	4.3096	4.2346	4.3092	4.313	4.2794	4.3544	4.2662	4.3822		
		2.385	4.097	2.863	3.376	4.519	3.181	4.549	2.792	6.15	2.488	2.781	6.658		
		4.4648	4.522	4.4836	4.4786	4.46	4.4754	4.462	4.4738	4.4314	4.5064	4.4166	4.5422		
		2.8	3.215	2.849	2.855	3.237	3.624	3.038	3.021	2.667	2.625	2.775	2.545		
		4.6152	4.6716	4.634	4.6386	4.62	4.625	4.6196	4.6226	4.5898	4.6648	4.567	4.6926		
		2.966	2.8	3.864	2.974	3.368	2.914	4.125	2.724	3.203	6.74	3.366	3.277		
		4.7752	4.822	4.7836	4.7986	4.7712	4.7858	4.77	4.8306	4.7498	4.8248	4.727	4.8414		
		5.018	3.954	3.559	3.733	4.281	4.215	4.657	6.646	4.813	5.099	4.993	10.833		
		
	37.07	5.0568	5.1132	5.0636	5.0794	5.0608	5.0658	5.0516	5.1034	5.0298	5.1064	5.0374	5.1326		
		674.521	858.24	853.94	958.582	865.756	772.944	793.455	871.894	868.425	901.141	974.968	774.188		
		5.296	5.2828	5.214	5.2794	5.2808	5.2266	5.2908	5.2714	5.273	5.276	5.1974	5.283		
		728.882	1063.532	1027.841	1130.895	992.097	987.355	1041.227	1040.37	1047.32	1099.481	1139.393	899.527		
		5.4456	5.4428	5.3756	5.441	5.432	5.4666	5.4508	5.4242	5.4314	5.4264	5.3654	5.443		
		1382.137	1444.584	1411.88	1411.999	1453.737	1470.623	1475.335	1521.61	1538.127	1450.357	1527.385	1612.497		
		5.596	5.5932	5.5444	5.5994	5.6008	5.6162	5.6108	5.5738	5.5914	5.5768	5.5174	5.6126		
		1421.279	1530.495	1345.389	1339.42	1420.469	1400.678	1463.602	1497.407	1555.268	1558.603	1612.271	1612.091		
		5.756	5.7436	5.6948	5.7498	5.7512	5.7762	5.7628	5.7242	5.7402	5.7368	5.6774	5.763		
		2.318	4.031	2.739	3.43	4.243	3.056	4.572	2.879	6	2.633	2.629	6.419		
		5.908	5.9044	5.8548	5.9002	5.9016	5.9274	5.922	5.9554	5.8922	5.8856	5.8278	5.923		
		2.603	3.238	2.8	3.033	3.053	3.371	3.214	2.779	2.876	2.679	2.465	2.608		
